x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63
Iya,Jakarta,Rumah,3,Sejuk,1300 VA,Ya,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,4.0,3.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,1,Sejuk,1300 VA,Ya,10-15,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,4.0,3.0,6.0,5.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Meulaboh,Rumah,5,Panas,1300 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,3.0,4.0,10.0,7.0,8.0,6.0,1.0,2.0,9.0,5.0,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,4 kali,1 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mematikan alat elektronik yang tidak dipakai
Iya,Banda Aceh,Kos,> 5,Sejuk,450 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,4,Tidak ada,8.0,7.0,6.0,5.0,4.0,9.0,3.0,2.0,10.0,1.0,Tidak punya TV,Tidak punya TV,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Matikan yang berhubungan dengan listrik jika tidak di gunakan
Iya,Jakarta,Rumah,4,Panas,2200 VA,Ya,lebih dari 20,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,3,1,1,4,Tidak ada,3,1,8.0,9.0,4.0,6.0,10.0,7.0,5.0,3.0,2.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,< 2 jam,2 - 4 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,-
Iya,Jakarta,Rumah,4,Panas,2200 VA,Tidak,16-20,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,4,1,7.0,8.0,5.0,9.0,10.0,6.0,4.0,2.0,3.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Januari, April, Agustus, November",Siang (11:00 - 15:59),3.0,-
Iya,Yogyakarta,Rumah,4,Panas,2200 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,2,3,Tidak ada,1,2,5.0,6.0,2.0,8.0,7.0,4.0,3.0,9.0,10.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,8 - 12 jam,> 4 Kali,4 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,> 12 Jam,> 12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),2.0,Matikan ac
Iya,Banda Aceh,Kos,1,Panas,2200 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,> 12 jam,> 12 jam,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Ya,Ya,Ya,Ya,Ya,Ya,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Mematikan saat tidak menggunakan
Iya,Meulaboh,Rumah,5,Sejuk,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,2,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,5.0,7.0,3.0,9.0,10.0,4.0,2.0,6.0,8.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,> 12 jam,2 - 4 jam,3 kali,1 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,"mematikan lampu jika tidak diperlukan, mencabut barang elektronik jika sudah selesai digunakan."
Iya,Meulaboh,Rumah,5,Panas,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,4,1,5.0,7.0,1.0,9.0,10.0,6.0,3.0,2.0,8.0,4.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,jika sudah selesai matikan 
Iya,Aceh,Rumah,> 5,Panas,> 2200 VA,Tidak,lebih dari 20,2,Tidak ada,2,1,Tidak ada,Tidak ada,1,1,1,1,Tidak ada,2,lebih dari 5,Tidak ada,2,1,4.0,6.0,2.0,3.0,9.0,10.0,5.0,7.0,8.0,1.0,2 - 4 jam,4 - 8 jam,> 8 jam,> 12 jam,< 2 jam,< 2 jam,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),"Juni, Juli, Agustus",Malam (19:00 - 04:59),3.0,Mematikan alat elektronik ketika keluar rumah
Iya,Jakarta,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,1,1,1,1,1,1,1,Tidak ada,1,1,1,3,Tidak ada,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,Tidak ada,Tidak ada,2,1,Tidak ada,1,2,1,4,Tidak ada,2,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,. 
Iya,Jakarta,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,2,2,1,Tidak ada,1,2,2,Tidak ada,2,3,1,4,Tidak ada,3,1,2.0,3.0,4.0,5.0,10.0,8.0,9.0,6.0,7.0,1.0,2 - 4 jam,2 - 4 jam,> 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,3,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,3,1,2,Tidak ada,2,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,. 
Iya,Jakarta,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,3.0,4.0,6.0,7.0,10.0,8.0,9.0,2.0,5.0,1.0,< 2 jam,2 - 4 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,. 
Iya,Jakarta,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,Tidak ada,2,Tidak ada,3.0,2.0,5.0,4.0,10.0,8.0,9.0,6.0,7.0,1.0,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,. 
Iya,Jakarta,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,Tidak ada,2,1,3.0,2.0,4.0,5.0,10.0,7.0,9.0,6.0,8.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,5,Sejuk,2200 VA,Tidak,16-20,1,Tidak ada,1,1,1,Tidak ada,1,1,Tidak ada,1,1,1,4,Tidak ada,1,1,2.0,3.0,5.0,4.0,10.0,8.0,9.0,7.0,6.0,1.0,2 - 4 jam,2 - 4 jam,> 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,1,1,2,Tidak ada,1,1,3.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,6.0,1.0,< 2 jam,< 2 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,1 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,h
Iya,Jakarta,Rumah,5,Sejuk,> 2200 VA,Tidak,16-20,1,1,1,1,Tidak ada,1,2,1,Tidak ada,1,2,1,4,Tidak ada,1,1,3.0,2.0,4.0,6.0,10.0,8.0,9.0,7.0,5.0,1.0,< 2 jam,< 2 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Membatasi Penggunaan komputer
Iya,Bandung,Rumah,4,Sejuk,1300 VA,Ya,6-10,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,Tidak ada,2,Tidak ada,4.0,2.0,3.0,6.0,10.0,8.0,9.0,7.0,5.0,1.0,< 2 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,2 - 4 jam,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,<2 Jam,<2 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,tidak lama memakai AC
Iya,Jakarta,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,4.0,3.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,< 2 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,3-8 Jam,<2 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),4.0,-
Iya,Jakarta,Kontrakan,3,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,Tidak ada,4.0,3.0,5.0,6.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,2 - 4 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,-
Iya,Jakarta,Rumah,5,Sejuk,1300 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,Tidak ada,4.0,3.0,6.0,5.0,10.0,8.0,9.0,2.0,7.0,1.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Aceh Barat,Rumah,5,Sejuk,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,1,3.0,4.0,9.0,6.0,5.0,8.0,2.0,1.0,10.0,7.0,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Ya,Ya,Ya,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,>4 Jam,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Menggunakan listrik seperlunya saja
Iya,Jakarta,Rumah,5,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,Tidak ada,1,1,1,Tidak ada,1,2,1,3,Tidak ada,2,1,2.0,3.0,4.0,6.0,10.0,8.0,9.0,7.0,5.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,-
Iya,Jakarta,Rumah,5,Sejuk,2200 VA,Tidak,10-15,1,Tidak ada,1,1,Tidak ada,1,1,1,Tidak ada,1,1,1,4,Tidak ada,2,1,3.0,2.0,4.0,6.0,10.0,8.0,9.0,5.0,7.0,1.0,< 2 jam,2 - 4 jam,> 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,2 kali,2 kali,Ya,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,9-12 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Maret, April, Oktober, November, Desember",Malam (19:00 - 04:59),4.0,.
Iya,Jakarta,Rumah,3,Panas,> 2200 VA,Ya,lebih dari 20,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,1,4,Tidak ada,3,1,7.0,8.0,6.0,9.0,10.0,5.0,4.0,2.0,3.0,1.0,2 - 4 jam,4 - 8 jam,4 - 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,4 kali,4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Pagi (05:00 - 10:59),2.0,-
Iya,Depok,Rumah,4,Sejuk,> 2200 VA,Ya,16-20,1,1,1,1,Tidak ada,Tidak ada,2,1,1,1,2,1,2,Tidak ada,1,1,8.0,10.0,2.0,3.0,7.0,9.0,6.0,5.0,4.0,1.0,< 2 jam,< 2 jam,> 8 jam,> 12 jam,4 - 8 jam,8 - 12 jam,> 4 Kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Stabil ( Tiap Bulan Beda 100.000),"Juni, Juli, Agustus",Malam (19:00 - 04:59),4.0,Mematikan lampu ruangan 
Iya,Tangerang,Rumah,5,Panas,> 2200 VA,Tidak,16-20,1,1,1,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,5,1,Tidak ada,1,2.0,9.0,1.0,3.0,10.0,7.0,6.0,4.0,8.0,5.0,< 2 jam,< 2 jam,4 - 8 jam,> 12 jam,< 2 jam,2 - 4 jam,> 4 Kali,1 kali,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,TIdak,1-2 Jam,Rp. 1.000.001 - Rp 1.500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),3.0,mengurangi penggunaan elektronik.
Iya,Bandung,Rumah,4,Sejuk,> 2200 VA,Tidak,10-15,1,Tidak ada,2,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,1,Tidak ada,2,1,7.0,6.0,3.0,4.0,10.0,8.0,2.0,9.0,5.0,1.0,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,4 kali,2 kali,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,> 12 Jam,> 12 Jam,3-8 Jam,3-8 Jam,> 12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Tidak mengisi token
Iya,Bekasi,Rumah,5,Panas,2200 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,1,7.0,5.0,4.0,6.0,10.0,8.0,2.0,3.0,9.0,1.0,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,2 - 4 jam,< 2 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,9-12 Jam,3-8 Jam,9-12 Jam,9-12 Jam,> 12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Naik Turun ( Tiap Bulan Naik 100.000 atau Turun 100.000),"Januari, Juli, Agustus, Desember",Malam (19:00 - 04:59),4.0,Membatasi pemakaian bisa tidak perlu
Iya,Jakarta,Rumah,5,Panas,> 2200 VA,Tidak,lebih dari 20,1,1,1,1,1,Tidak ada,3,1,Tidak ada,2,Tidak ada,2,4,Tidak ada,2,1,7.0,6.0,4.0,3.0,10.0,2.0,9.0,5.0,8.0,1.0,4 - 8 jam,4 - 8 jam,> 8 jam,< 2 jam,4 - 8 jam,< 2 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,> Rp 2.000.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Matikan semua lampu yg tidak digunakan
Iya,Jakarta,Apartemen,1,Sejuk,2200 VA,Ya,6-10,Tidak ada,Tidak ada,1,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,Tidak ada,1,Tidak ada,6.0,5.0,1.0,10.0,7.0,8.0,4.0,3.0,9.0,2.0,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Stabil ( Tiap Bulan Beda 100.000),Tidak Ada perbedaan signifikan,Malam (19:00 - 04:59),4.0,Penggunaan listrik sesuai fungsi
